CharacteristicName,ResultMeasure/MeasureUnitCode,Frequency
"2,4',5-Trichlorobiphenyl",pg/g,62
"2,4',5-Trichlorobiphenyl",pg/l,6
"2,4',6-Trichlorobiphenyl",ng,14
"2,4',6-Trichlorobiphenyl",ng/g,20
"2,4',6-Trichlorobiphenyl",ng/kg,246
"2,4',6-Trichlorobiphenyl",pg/g,6
"2,4'-Dichlorobiphenyl",ng/g,6
"2,4'-Dichlorobiphenyl",ng/kg,246
"2,4'-Dichlorobiphenyl",pg/g,8
"2,4,4',5-Tetrachlorobiphenyl",ng,33
"2,4,4',5-Tetrachlorobiphenyl",ng/g,78
"2,4,4',5-Tetrachlorobiphenyl",ng/l,50
"2,4,4',5-Tetrachlorobiphenyl",pg/g,62
"2,4,4',5-Tetrachlorobiphenyl",pg/l,6
"2,4,4',5-Tetrachlorobiphenyl",ppb,1
"2,4,4',5-Tetrachlorobiphenyl",ug/g,6
"2,4,4',6-Tetrachlorobiphenyl",pg/g,8
"2,4,4'-Trichlorobiphenyl",ng,17
"2,4,4'-Trichlorobiphenyl",ng/g,65
"2,4,4'-Trichlorobiphenyl",pg/g,58
"2,4,4'-Trichlorobiphenyl",pg/l,7
"2,4,5-T",%,52
"2,4,5-T",ug/kg,2
"2,4,5-T",ug/l,25
"2,4,5-Trichlorobiphenyl",%,4
"2,4,5-Trichlorobiphenyl",ng,30
"2,4,5-Trichlorobiphenyl",ng/g,25
"2,4,5-Trichlorobiphenyl",pg/g,8
"2,4,5-Trichlorobiphenyl",pg/l,7
"2,4,5-Trichlorophenol",ug/g,29
"2,4,5-Trichlorophenol",ug/kg,281
"2,4,5-Trichlorophenol",ug/l,9
"2,4,6-Tribromophenol",%,6
"2,4,6-Trichlorobiphenyl",pg/g,8
"2,4,6-Trichlorophenol",ug/g,27
"2,4,6-Trichlorophenol",ug/kg,281
"2,4,6-Trichlorophenol",ug/l,9
"2,4,6-Trimethylphenol",ug/kg,1
"2,4,6-Trinitro-5-tert-butyl-m-xylene",ug/g,6
"2,4,6-Tris(tert-butyl)phenol",ug/kg,238
"2,4,6-trichloro-p-terphenyl",%,24
"2,4-D",ng/l,82
"2,4-D",ppt,2
"2,4-D",ug/g,4
"2,4-D",ug/kg,2
"2,4-D",ug/l,95
"2,4-DB",%,1
"2,4-Dichlorobiphenyl",ng,16
"2,4-Dichlorobiphenyl",ng/g,17
"2,4-Dichlorobiphenyl",ng/kg,246
"2,4-Dichlorobiphenyl",ng/l,50
"2,4-Dichlorobiphenyl",pg/g,8
"2,4-Dichlorophenol",ug/g,2
"2,4-Dichlorophenol",ug/kg,281
"2,4-Dichlorophenol",ug/l,9
"2,4-Dichlorophenol-d3",%,11
"2,4-Dimethylphenol",ug/g,2
"2,4-Dimethylphenol",ug/kg,281
"2,4-Dimethylphenol",ug/l,9
"2,4-Dinitrophenol",ug/g,2
"2,4-Dinitrophenol",ug/kg,275
"2,4-Dinitrophenol",ug/l,9
"2,4-Dinitrotoluene",ug/g,2
"2,4-Dinitrotoluene",ug/kg,281
"2,4-Dinitrotoluene",ug/l,9
"2,5-Dichlorobiphenyl",ng/kg,246
"2,5-Dichlorobiphenyl",pg/g,6
"2,6-Dichlorobiphenyl",ng/kg,246
"2,6-Dichlorobiphenyl",pg/g,6
"2,6-Dichlorophenol",ug/l,9
"2,6-Dimethylnaphthalene",ug/kg,297
"2,6-Dimethylnaphthalene",ug/l,9
"2,6-Dinitrotoluene",ug/g,2
"2,6-Dinitrotoluene",ug/kg,281
"2,6-Dinitrotoluene",ug/l,9
"2,7-Dimethylnaphthalene",ng/g,56
"2-Chloro-4,6-diamino-s-triazine",ug/l,11
2-Chloro-4-isopropylamino-6-amino-s-triazine,ug/l,83
2-Chlorobiphenyl,ng,30
2-Chlorobiphenyl,ng/kg,243
2-Chlorobiphenyl,pg/g,12
2-Chloroethyl vinyl ether,ug/l,2
2-Chloronaphthalene,ug/g,2
2-Chloronaphthalene,ug/kg,281
2-Chloronaphthalene,ug/l,9
2-Chlorophenol-d4,%,11
2-Ethylnaphthalene,ug/kg,33
2-Fluorobiphenyl,%,381
2-Hexanone,ug/kg,2
2-Hexanone,ug/l,10
2-Hydroxy-4-isopropylamino-6-amino-s-triazine,ug/l,1
2-Hydroxyatrazine,ng/l,74
2-Hydroxyatrazine,ug/l,24
2-Methylanthracene,ug/kg,51
2-Methylbiphenyl,ug/kg,2
2-Methylisoborneol,ug/l,3
2-Methylnaphthalene,None,4
2-Methylnaphthalene,ng,4
2-Methylnaphthalene,ng/g,89
2-Methylnaphthalene,ng/l,10
2-Methylnaphthalene,ug/g,2
2-Methylnaphthalene,ug/kg,206
2-Methylnaphthalene,ug/l,29
2-Methylnaphthalene-D10,%,221
2-Methylpyrene,ug/kg,2
2-Methylpyridine,ug/kg,238
2-Methylpyridine,ug/l,9
2-Naphthalenamine,ug/kg,29
2-Naphthalenamine,ug/l,9
2-Nitrophenol-d4,%,11
2-[(2-Ethyl-6-methylphenyl)amino]-2-oxoethanesulfonic acid,ug/l,2
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",ug/kg,5
"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",ug/l,1
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol",ug/kg,17
"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol",ug/l,1
"3,3',4,4',5,5'-Hexachlorobiphenyl",ng/g,47
"3,3',4,4',5,5'-Hexachlorobiphenyl",ng/kg,246
"3,3',4,4',5,5'-Hexachlorobiphenyl",pg/g,10
"3,3',4,4',5-Pentachlorobiphenyl",ng/g,60
"3,3',4,4',5-Pentachlorobiphenyl",ng/kg,246
"3,3',4,4',5-Pentachlorobiphenyl",pg/g,12
"3,3',4,4',5-Pentachlorobiphenyl",ug/g,6
"3,3',4,4'-Tetrachlorobiphenyl",ng,14
"3,3',4,4'-Tetrachlorobiphenyl",ng/g,62
"3,3',4,4'-Tetrachlorobiphenyl",ng/kg,246
"3,3',4,4'-Tetrachlorobiphenyl",pg/g,10
"3,3',4,4'-Tetrachlorobiphenyl",ug/g,6
"3,3',4,5'-Tetrachlorobiphenyl",ng/kg,246
"3,3',4,5'-Tetrachlorobiphenyl",pg/g,2
"3,3',4,5,5'-Pentachlorobiphenyl",ng/kg,246
"3,3',4,5,5'-Pentachlorobiphenyl",pg/g,2
"3,3',4,5-Tetrachlorobiphenyl",ng/kg,246
"3,3',4,5-Tetrachlorobiphenyl",pg/g,2
"3,3',4-Trichlorobiphenyl",ng/g,42
"3,3',4-Trichlorobiphenyl",ng/kg,246
"3,3',4-Trichlorobiphenyl",pg/g,8
"3,3',5,5'-Tetrachlorobiphenyl",ng/kg,246
"3,3',5-Trichlorobiphenyl",ng/kg,246
"3,3',5-Trichlorobiphenyl",pg/g,8
"3,3'-Dichlorobenzidine",ug/g,2
"3,3'-Dichlorobenzidine",ug/kg,132
"3,3'-Dichlorobenzidine",ug/l,9
"3,3'-Dichlorobiphenyl",ng/kg,246
"3,3'-Dichlorobiphenyl",pg/g,8
"3,4',5-Trichlorobiphenyl",ng/kg,246
"3,4',5-Trichlorobiphenyl",pg/g,2
"3,4'-Dichlorobiphenyl",ng,25
"3,4'-Dichlorobiphenyl",pg/g,26
"3,4,4',5-Tetrachlorobiphenyl",ng,30
"3,4,4',5-Tetrachlorobiphenyl",ng/g,57
"3,4,4',5-Tetrachlorobiphenyl",ng/kg,246
"3,4,4',5-Tetrachlorobiphenyl",pg/g,62
"3,4,4',5-Tetrachlorobiphenyl",pg/l,10
"3,4,4'-Trichlorobiphenyl",ng,25
"3,4,4'-Trichlorobiphenyl",ng/kg,246
"3,4,4'-Trichlorobiphenyl",pg/g,58
"3,4,5-Trichlorobiphenyl",%,4
"3,4,5-Trichlorobiphenyl",ng/kg,246
"3,4-Dichlorobiphenyl",ng,25
"3,4-Dichlorobiphenyl",pg/g,10
"3,4-Dichlorophenyl isocyanate",ug/l,4
"3,5-Dichlorobiphenyl",%,100
"3,5-Dichlorobiphenyl",ng/kg,246
3-Chlorobiphenyl,ng/kg,243
3-Chlorobiphenyl,pg/g,6
"3-Hexen-2-one, 5-methyl-",ug/kg,4
3-Methylindole,ug/kg,78
3-Methylindole,ug/l,1
"37Cl4-2,3,7,8-TCDD",%,174
"4,4'-Dichlorobiphenyl",ng/g,28
"4,4'-Dichlorobiphenyl",ng/kg,246
"4,4'-Dichlorobiphenyl",pg/g,8
"4,4'-Dichlorobiphenyl",ppb,1
"4,4'-Isopropylidenediphenol",ug/kg,13
"4,4'-Isopropylidenediphenol",ug/l,8
"4,4'-Methylenebis(2-chloroaniline)",ug/kg,228
"4,6-Dinitro-2-methylphenol-d2",%,11
"4,6-Dinitro-o-cresol",ug/g,2
"4,6-Dinitro-o-cresol",ug/kg,280
"4,6-Dinitro-o-cresol",ug/l,9
"4-Bromo-3,5-dimethylphenyl N-Methylcarbamate",%,2
4-Chloroaniline-d4,%,11
4-Chlorobiphenyl,ng,30
4-Chlorobiphenyl,ng/kg,245
4-Chlorobiphenyl,pg/g,10
4-Dimethylaminoazobenzene,ug/l,9
4-Hydroxy-4-methyl-2-pentanone,ug/kg,8
4-Methyldibenzofuran,ug/kg,2
4-Methylphenol-d8,%,11
4-Nitrobiphenyl,ug/l,9
4-Nitrophenol-d4,%,11
4-Nonylphenol diethoxylates,ug/kg,14
4-Nonylphenol diethoxylates,ug/l,3
4-Nonylphenols,ug/kg,24
4-Nonylphenols,ug/l,1
4H-Cyclopenta[def]phenanthrene,ug/kg,157
5-Nitroacenaphthene,ug/l,9
"7,12-Dimethylbenz[a]anthracene",ug/l,9
"9,10-Dimethylanthracene",ug/kg,2
AHTN,ug/kg,18
Acenaphthene,None,14
Acenaphthene,ng,4
Acenaphthene,ng/g,118
Acenaphthene,ng/l,10
Acenaphthene,ug/g,2
Acenaphthene,ug/kg,515
Acenaphthene,ug/l,49
Acenaphthene-d10,%,72
Acenaphthylene,None,25
Acenaphthylene,ng,4
Acenaphthylene,ng/g,118
Acenaphthylene,ng/l,9
Acenaphthylene,ug/g,2
Acenaphthylene,ug/kg,564
Acenaphthylene,ug/l,47
Acenaphthylene-d8,%,11
Acetaminophen-d3,%,4
Acetochlor,ug/kg,225
Acetochlor,ug/l,17
Acetochlor ESA,ng/l,35
Acetochlor ESA,ug/l,15
Acetochlor OA,ng/l,34
Acetochlor OA,ug/l,15
Acetone,ug/kg,32
Acetone,ug/l,12
Acetophenone,ug/kg,11
Acetophenone,ug/l,9
Acid Volatile Sulfides,mg/kg,20
Acid Volatile Sulfides,ug/kg,2
Acid Volatile Sulfides,umol/g,30
"Acidity, hydrogen ion (H+)",mg/l,2
"Acidity, hydrogen ion (H+)",mg/l CaCO3,189
"Acidity, hydrogen ion (H+)",mg/l as H,181
Acifluorfen,ug/l,6
Acridine,ug/kg,2
Actual Number of Individuals Examined,count,37
Actual Number of Individuals Measured,None,22259
Age,None,48
Age,years,223
Alachlor,ug/kg,228
Alachlor,ug/l,32
Alachlor ESA,ng/l,13
Alachlor ESA,ug/l,21
Alachlor OA,ng/l,1
Alachlor OA,ug/l,2
Alachlor oxanilic acid,ug/l,1
Albuterol-d9,%,4
Aldrin,None,38
Aldrin,mg/kg,20
Aldrin,ppb,1
Aldrin,ug/g,48
Aldrin,ug/kg,567
Aldrin,ug/l,74
"Algae, all groups, density",#/ml,337
"Algae, blue-green (phylum cyanophyta) density",#/ml,3498
"Algae, green (phylum chlorophyta) density",#/ml,319
Algal growth potential,mg/l,10
"Alkalinity, Bicarbonate as CaCO3",mg/l,217
"Alkalinity, Carbonate as CaCO3",mg/l,3747
"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate)",mg/l,917
"Alkalinity, total",mg/l,78546
"Alkalinity, total",mg/l CaCO3,12281
"Alkalinity, total",ppm,1
Allyl chloride,ug/l,2
Alona,count,1
Alpha particle,pCi/L,55
Alpha particle,ug/l,13
Altitude,ft abv MSL,13
Aluminum,%,17
Aluminum,mg/kg,1941
Aluminum,mg/l,65
Aluminum,ug/g,76
Aluminum,ug/kg,95
Aluminum,ug/l,6060
Ammonia,mg/kg,243
Ammonia,mg/l,21652
Ammonia,ug/l,8
Ammonia and ammonium,mg/kg as N,81
Ammonia and ammonium,mg/l NH4,10357
Ammonia and ammonium,mg/l as N,10265
Ammonia as NH3,mg/kg,2
Ammonia as NH3,mg/l,7738
Ammonia as NH3,ug/kg,12
Ammonia-nitrogen,mg/kg,8
Ammonia-nitrogen,mg/l,46785
Ammonia-nitrogen,ug/kg,23
Ammonia-nitrogen,ug/l,2838
Ammonia-nitrogen as N,mg/l,4116
Ammonia-nitrogen as N,ug/l,1
Ammonium,ppb,543
Ammonium,ug/l,1986
Ammonium as N,ug/l,585
Ammonium as NH4,mg/l,15
Ammonium as NH4,ppb,217
Amphetamine-d6,%,4
Anatoxin,ug/l,591
Anatoxin-A,ug/l,1
Aniline,ug/kg,29
Anthracene,None,8
Anthracene,ng,4
Anthracene,ng/g,120
Anthracene,ng/l,10
Anthracene,ug/g,2
Anthracene,ug/kg,667
Anthracene,ug/l,49
Anthracene-d10,%,11
Anthraquinone,ug/kg,65
Anthraquinone,ug/l,3
Antimony,None,138
Antimony,mg/kg,501
Antimony,mg/l,36
Antimony,ug/g,1
Antimony,ug/kg,95
Antimony,ug/l,44
Apatite inorganic phosphorus,mg/g,2
Apparent color,None,46
Apparent color,PCU,12022
Apparent color,mg/l,2
Area scanned,mm2,829
Aroclor (unspecified),ug/g,22
Aroclor (unspecified),ug/kg,578
Aroclor 1016,None,11
Aroclor 1016,mg/kg,20
Aroclor 1016,ug/kg,282
Aroclor 1016 mixt. with Aroclor 1242,ug/kg,40
Aroclor 1221,None,11
Aroclor 1221,mg/kg,20
Aroclor 1221,ug/kg,280
Aroclor 1232,None,11
Aroclor 1232,mg/kg,20
Aroclor 1232,ug/kg,280
Aroclor 1242,None,10
Aroclor 1242,mg/kg,20
Aroclor 1242,ppb,1
Aroclor 1242,ug/g,22
Aroclor 1242,ug/kg,286
Aroclor 1242 mixt. with Aroclor 1248,ug/g,3
Aroclor 1242 mixt. with Aroclor 1248 and Aroclor 1254,ug/g,4
Aroclor 1242 mixt. with Aroclor 1254,ug/g,2
Aroclor 1242 mixt. with Aroclor 1254 and Aroclor 1260,ug/g,12
Aroclor 1248,None,11
Aroclor 1248,mg/kg,20
Aroclor 1248,ug/g,84
Aroclor 1248,ug/kg,309
Aroclor 1248 mixt. with Aroclor 1254 and Aroclor 1260,ug/g,85
Aroclor 1254,None,4
Aroclor 1254,mg/kg,21
Aroclor 1254,ng/g,28
Aroclor 1254,ppb,1
Aroclor 1254,ug/g,329
Aroclor 1254,ug/kg,506
Aroclor 1254 mixt. with Aroclor 1260,ug/g,353
Aroclor 1260,None,6
Aroclor 1260,mg/kg,20
Aroclor 1260,ppb,1
Aroclor 1260,ug/g,156
Aroclor 1260,ug/kg,477
Aroclor 1262,None,11
Aroclor 1262,ug/kg,14
Aroclor 1268,None,11
Aroclor 1268,ug/kg,12
Arsenic,mg/kg,2264
Arsenic,mg/l,37
Arsenic,ug/g,315
Arsenic,ug/kg,112
Arsenic,ug/l,1415
Arsenic,umol/g,6
Arsenic ion (5+),ug/g,238
Arsenide,ug/g,238
Ash Free Dry Mass,None,2
Ash Free Dry Mass,mg,6
Asplanchna,#/ml,32
Atraton,ug/l,1
Atrazine,ng/l,120
Atrazine,ppt,2
Atrazine,ug/kg,235
Atrazine,ug/l,297
Azobenzene,ug/l,9
Azoxystrobin,ng/l,1
BDE-003,ug/kg,43
BDE-066,ng/g,42
BDE-119/120,ng/kg,66
BDE-12/13,ng/kg,57
BDE-138/166,ng/kg,66
BDE-166,%,42
BDE-17/25,ng/kg,66
BDE-28/33,ng/kg,66
BDE-8/11,ng/kg,57
BZ#001L,%,16
BZ#003L,%,16
BZ#004L,%,16
BZ#015L,%,16
BZ#019L,%,16
BZ#037L,%,16
BZ#054L,%,16
BZ#077L,%,22
BZ#081L,%,22
BZ#104L,%,16
BZ#105L,%,16
BZ#114L,%,16
BZ#118L,%,16
BZ#123L,%,16
BZ#126L,%,22
BZ#155L,%,16
BZ#156L,%,16
BZ#157L,%,16
BZ#167L,%,16
BZ#169L,%,22
BZ#188L,%,16
BZ#189L,%,16
BZ#202L,%,16
BZ#205L,%,16
BZ#206L,%,16
BZ#208L,%,16
BZ#209L,%,16
Barban,%,52
Barium,mg/kg,1350
Barium,ug/g,65
Barium,ug/kg,95
Barium,ug/l,1015
Barometric pressure,inHg,3054
Barometric pressure,mmHg,8483
Beam Attenuation (Seabird),None,231
Beam Attenuation (Seabird),m-1,302136
Bentazon,ng/l,6
Benz[a]anthracene,None,2
Benz[a]anthracene,mg/kg,2
Benz[a]anthracene,ng,4
Benz[a]anthracene,ng/g,120
Benz[a]anthracene,ng/l,10
Benz[a]anthracene,ug/g,2
Benz[a]anthracene,ug/kg,727
Benz[a]anthracene,ug/l,48
Benzene,ug/kg,32
Benzene,ug/l,105
"Benzene, 1,1'-oxybis[2,4,5-tribromo-***retired***use 2,2',4,4',5,5'-HXBDE",ng/kg,66
"Benzene, 1,1'-oxybis[2,4-dibromo-",ng/g,96
"Benzene, 1,1'-oxybis[2,4-dibromo-",ng/kg,66
"Benzene, 1,1'-oxybis[2,4-dibromo-",ug/kg,8
"Benzene, 1,1-oxybis[3,4-dibromo-",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)-***retired***use Nonabromophenoxybenzene",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)-***retired***use BDE-207",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(2,3,5,6-tetrabromophenoxy)-",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(2,4,5-tribromophenoxy)-***retired***use 2,2',3,4,4',5,5',6-OCBDE",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(2,4-dibromophenoxy)-***retired***use 2,2',3,4,4',5,6-Heptabromodiphenyl ether",ng/kg,66
"Benzene, 1,2,3,4,5-pentabromo-6-(3,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)-***retired***use 2,2',3,4,4',5',6-Heptabromodiphenyl ether",ng/kg,66
"Benzene, 1,2,3-tribromo-4-(2,3,4-tribromophenoxy)-",ng/kg,66
"Benzene, 1,2,3-tribromo-4-(2,4,6-tribromophenoxy)-",ng/kg,66
"Benzene, 1,2,3-tribromo-4-(2,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2,3-tribromo-4-(3,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2,3-tribromo-5-(3,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2,4-tribromo-5-(2,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2-dibromo-4-(2,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2-dibromo-4-(3,5-dibromophenoxy)-",ng/kg,66
"Benzene, 1,2-dibromo-4-(3-bromophenoxy)-",ng/kg,66
"Benzene, 1,2-dibromo-4-(4-bromophenoxy)-",ng/kg,66
"Benzene, 1,3,5-tribromo-2-(2,4,5-tribromophenoxy)-***retired***use 2,2',4,4',5',6-HXBDE",ng/kg,66
"Benzene, 1,3,5-tribromo-2-(2,4,6-tribromophenoxy)-",ng/kg,66
"Benzene, 1,3,5-tribromo-2-(2,4-dibromophenoxy)-",ng/g,96
"Benzene, 1,3,5-tribromo-2-(2,4-dibromophenoxy)-",ng/kg,66
"Benzene, 1,3,5-tribromo-2-(4-bromophenoxy)-",ng/kg,66
"Benzene, 1,3,5-tribromo-2-phenoxy-***retired***use 2,4,6-TRBDE",ng/kg,66
"Benzene, 1,3-dibromo-2-(2,4-dibromophenoxy)-***retired***use 2,2',4,6'-Tetrabromodiphenyl ether",ng/kg,66
"Benzene, 1,3-dibromo-2-(3,4-dibromophenoxy)-***retired***use 2,3',4',6-TEBDE",ng/kg,66
"Benzene, 1,3-dibromo-2-(4-bromophenoxy)-",ng/kg,66
"Benzene, 1,3-dibromo-2-phenoxy-***retired***use 2,6-DIBDE",ng/kg,57
"Benzene, 1,4-dibromo-2-(2,4-dibromophenoxy)-***retired***use 2,2',4,5'-TEBDE",ng/kg,66
"Benzene, 2,4-dibromo-1-phenoxy-",ng/kg,57
"Benzene, pentabromophenoxy-",ng/kg,66
Benzidine,ug/g,2
Benzo(b)fluoranthene,None,2
Benzo(b)fluoranthene,mg/kg,2
Benzo(b)fluoranthene,ng,4
Benzo(b)fluoranthene,ng/g,116
Benzo(b)fluoranthene,ng/l,10
Benzo(b)fluoranthene,ug/g,2
Benzo(b)fluoranthene,ug/kg,739
Benzo(b)fluoranthene,ug/l,48
Benzo(b)fluoranthene-D12,%,6
Benzo[a]pyrene,None,2
Benzo[a]pyrene,mg/kg,1
Benzo[a]pyrene,ng,4
Benzo[a]pyrene,ng/g,118
Benzo[a]pyrene,ng/l,10
Benzo[a]pyrene,ug/g,2
Benzo[a]pyrene,ug/kg,788
Benzo[a]pyrene,ug/l,49
Benzo[a]pyrene-d12,%,85
"Benzo[b,k]fluoranthene",ng/g,2
"Benzo[b,k]fluoranthene",ug/kg,6
Benzo[c]phenanthrene,ug/kg,2
Benzo[e]pyrene,None,2
Benzo[e]pyrene,ng,4
Benzo[e]pyrene,ng/g,118
Benzo[e]pyrene,ng/l,10
Benzo[e]pyrene,ug/kg,301
Benzo[e]pyrene,ug/l,3
Benzo[ghi]perylene,None,2
Benzo[ghi]perylene,ng,4
Benzo[ghi]perylene,ng/g,116
Benzo[ghi]perylene,ng/l,10
Benzo[ghi]perylene,ug/g,2
Benzo[ghi]perylene,ug/kg,690
Benzo[ghi]perylene,ug/l,48
Benzo[j]fluoranthene,ug/kg,238
Benzo[k]fluoranthene,None,2
Benzo[k]fluoranthene,ng,4
Benzo[k]fluoranthene,ng/g,116
Benzo[k]fluoranthene,ng/l,10
Benzo[k]fluoranthene,ug/g,2
Benzo[k]fluoranthene,ug/kg,668
Benzo[k]fluoranthene,ug/l,48
Benzoic acid,ug/g,2
Benzoic acid,ug/kg,42
Benzophenone,ug/kg,17
Benzophenone,ug/l,11
Benzyl alcohol,ug/g,2
Benzyl alcohol,ug/kg,42
Beryllium,mg/kg,581
Beryllium,mg/l,36
Beryllium,ug/g,26
Beryllium,ug/kg,95
Beryllium,ug/l,219
Beta particle,pCi/L,172
Bicarbonate,mg/l,2604
"Biochemical oxygen demand, non-standard conditions",mg/l,2
"Biochemical oxygen demand, standard conditions",mg/kg,4
"Biochemical oxygen demand, standard conditions",mg/l,2197
Biomass,ug,14715
Biomass,ug/m3,22967
"Biomass, periphyton",g/m2,99
"Biomass, periphyton",mg/m2,4
"Biomass, phytoplankton",mg/l,1
"Biomass, plankton",mg/l,6
Biovolume per individual,um3,19919
Biphenyl,ng,4
Biphenyl,ng/g,6
Biphenyl,ng/l,3
Biphenyl,ug/kg,240
"Biphenyl-2,2',3,3',4,4',5,5',6,6'-d10",%,6
Bis(2-chloro-1-methylethyl) ether,ug/kg,280
Bis(2-chloro-1-methylethyl) ether,ug/l,9
Bis(2-chloroethoxy)methane,ug/g,2
Bis(2-chloroethoxy)methane,ug/kg,281
Bis(2-chloroethoxy)methane,ug/l,9
Bis(2-chloroethyl) ether,ug/g,2
Bis(2-chloroethyl) ether,ug/kg,281
Bis(2-chloroethyl) ether,ug/l,9
Bis(2-chloroethyl)ether-d8,%,11
Bis(2-chloroisopropyl) ether,ug/g,2
Bismuth,mg/kg,237
Bisphenol A-d14,%,100
Bisphenol A-d16,%,18
Bisphenol A-d3,%,32
Boron,mg/kg,13
Boron,ug/g,4
Boron,ug/l,742
Bosmina,count,25
Branched p-nonylphenol,ug/kg,238
Bromacil,ug/kg,2
Bromide,mg/l,114
Bromide,ug/l,186
Bromobenzene,ug/kg,2
Bromobenzene,ug/l,103
Butyl benzyl phthalate,ug/g,2
Butyl benzyl phthalate,ug/kg,314
Butyl benzyl phthalate,ug/l,9
Butylate,ug/l,6
Butylbenzene,ug/l,75
C-13 Labeled Total Octahlorodibenzo-p-dioxin,%,166
C1-Benzopyrenes/perylenes,ug/kg,108
C1-Fluoranthenes/pyrenes,ng,4
C1-Fluoranthenes/pyrenes,ng/g,32
C1-Fluoranthenes/pyrenes,ng/l,10
C1-Fluoranthenes/pyrenes,ug/kg,205
C1-Fluoranthenes/pyrenes,ug/l,2
C1-MW 228 PAH,ug/kg,81
C1-Phenanthrenes/anthracenes,ng,4
C1-Phenanthrenes/anthracenes,ng/g,32
C1-Phenanthrenes/anthracenes,ng/l,10
C1-Phenanthrenes/anthracenes,ug/kg,189
C1-Phenanthrenes/anthracenes,ug/l,2
C2-Benzo[a]anthracenes/chrysenes,ug/kg,8
C2-Benzopyrenes/perylenes,ug/kg,3
C2-Chrysenes,ng,4
C2-Chrysenes,ng/g,28
C2-Chrysenes,ng/l,8
C2-Chrysenes,ug/kg,53
C2-Chrysenes,ug/l,2
C2-Dibenzothiophenes,ug/kg,2
C2-Fluoranthenes/pyrenes,ng,4
C2-Fluoranthenes/pyrenes,ng/g,28
C2-Fluoranthenes/pyrenes,ng/l,10
C2-Fluoranthenes/pyrenes,ug/kg,64
C2-Fluorenes,None,1
C2-Fluorenes,ng,4
C2-Fluorenes,ng/g,30
C2-Fluorenes,ng/l,8
C2-Fluorenes,ug/kg,49
C2-Fluorenes,ug/l,2
C2-Naphthalenes,ng,4
C2-Naphthalenes,ng/g,30
C2-Naphthalenes,ng/l,10
C2-Naphthalenes,ug/kg,213
C2-Naphthalenes,ug/l,2
C2-Phenanthrenes/anthracenes,ng,4
C2-Phenanthrenes/anthracenes,ng/g,30
C2-Phenanthrenes/anthracenes,ng/l,10
C2-Phenanthrenes/anthracenes,ug/kg,175
C2-Phenanthrenes/anthracenes,ug/l,2
C3-Chrysenes,ng,4
C3-Chrysenes,ng/g,28
C3-Chrysenes,ng/l,4
C3-Chrysenes,ug/kg,53
C3-Chrysenes,ug/l,2
C3-Dibenzothiophenes,ug/kg,2
C3-Fluoranthenes/pyrenes,ng,4
C3-Fluoranthenes/pyrenes,ng/g,28
C3-Fluoranthenes/pyrenes,ng/l,8
C3-Fluoranthenes/pyrenes,ug/kg,27
C3-Fluorenes,ng,4
C3-Fluorenes,ng/g,28
C3-Fluorenes,ng/l,6
C3-Fluorenes,ug/kg,51
C3-Fluorenes,ug/l,2
C3-Naphthalenes,ng,4
C3-Naphthalenes,ng/g,30
C3-Naphthalenes,ng/l,10
C3-Naphthalenes,ug/kg,159
C3-Naphthalenes,ug/l,2
C3-Phenanthrenes/anthracenes,ng,4
C3-Phenanthrenes/anthracenes,ng/g,30
C3-Phenanthrenes/anthracenes,ng/l,10
C3-Phenanthrenes/anthracenes,ug/kg,140
C3-Phenanthrenes/anthracenes,ug/l,2
C4-Chrysenes,ng,2
C4-Chrysenes,ng/g,24
C4-Chrysenes,ug/kg,46
C4-Chrysenes,ug/l,2
C4-Fluoranthenes/pyrenes,ug/kg,1
C4-Naphthalenes,ng,4
C4-Naphthalenes,ng/g,30
C4-Naphthalenes,ng/l,10
C4-Naphthalenes,ug/kg,76
C4-Naphthalenes,ug/l,2
C4-Phenanthrenes/anthracenes,ng,4
C4-Phenanthrenes/anthracenes,ng/g,28
C4-Phenanthrenes/anthracenes,ng/l,10
C4-Phenanthrenes/anthracenes,ug/kg,74
C4-Phenanthrenes/anthracenes,ug/l,2
C5-Benzo[a]anthracenes/chrysenes,ug/kg,1
C5-Phenanthrenes/anthracenes,ug/kg,1
CFC-11,ug/kg,31
CFC-11,ug/l,103
